song_title,artist,나이,성별,장르,분위기,인원수,상황
YESTERDAY,Aden (에이든),20대 30대,남,발라드,애절한,혼자,감성충전
YESTERDAY,블락비 (Block B),20대 30대,남,발라드,애절한,혼자,감성충전
YOU & ME,정세진,20대 30대,남,발라드,애절한,혼자,감성충전
YOUNG,백현 (BAEKHYUN)&로꼬,10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
YOUR SONG (with 이진아 & 정승환 & 권진아),샘김 (Sam Kim),20대 30대,남,R&B,달달,듀엣,데이트
Yamaha,Dijon,20대 30대,남,발라드,애절한,혼자,감성충전
Yellow Couch,floryy,20대 30대,남,발라드,애절한,혼자,감성충전
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),20대 30대,남,발라드,애절한,듀엣,감성충전
Yesterday (Explicit Ver.),Fimiguerrero,20대 30대,남,발라드,애절한,혼자,감성충전
Yin and Yang,Crush,20대 30대,남,R&B,달달,혼자,데이트
You,김상민,20대 30대,남,발라드,애절한,혼자,감성충전
You,엔플라잉 (N.Flying),20대 30대,남,락,신나는,그룹,분위기 띄우기
You & Me,제니 (JENNIE),20대 30대,남,발라드,애절한,혼자,감성충전
You And I,Crush,20대 30대,남,R&B,달달,혼자,데이트
You Are My Everything,거미 (GUMMY),20대 30대,여,발라드,애절한,혼자,감성충전
You Belong With Me,Taylor Swift,20대 30대,남,발라드,애절한,듀엣,감성충전
You're Beautiful (Live in Ireland) (Explicit Ver.),James Blunt,20대 30대,남,발라드,애절한,혼자,감성충전
Young Man,Sunset Rollercoaster 落日飛車,20대 30대,남,발라드,애절한,혼자,감성충전
"Young, Dumb, Stupid",NMIXX,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
Your Eyes,Jimmy Brown,20대 30대,남,발라드,애절한,혼자,감성충전
Your love is mine,이강승,20대 30대,남,발라드,애절한,혼자,감성충전
Youth,기현,20대 30대,남,발라드,애절한,혼자,감성충전
Zombie,The Smashing Pumpkins,20대 30대,남,발라드,애절한,혼자,감성충전
"Zoo (From ""Zootopia 2""/Soundtrack Version)",Shakira,20대 30대,남,발라드,애절한,혼자,감성충전
act xi: she ain’t no angel (Explicit Ver.),Leon Thomas,20대 30대,남,발라드,애절한,혼자,감성충전
alien,테종,20대 30대,남,발라드,애절한,혼자,감성충전
bad enough,Madison Beer,20대 30대,남,발라드,애절한,혼자,감성충전
be mine (feat. 박재범),THAMA,20대 30대,남,발라드,애절한,듀엣,감성충전
before we say goodbye (Explicit Ver.),Artemas,20대 30대,남,발라드,애절한,혼자,감성충전
black star,지희,20대 30대,남,발라드,애절한,혼자,감성충전
bleach,Bakar,20대 30대,남,발라드,애절한,혼자,감성충전
body,다영 (DAYOUNG),20대 30대,남,발라드,애절한,혼자,감성충전
"break up with your girlfriend, i'm bored (Explicit Ver.)",Ariana Grande,20대 30대,남,발라드,애절한,듀엣,감성충전
california (Explicit Ver.),orange flavored cigarettes,20대 30대,남,발라드,애절한,혼자,감성충전
cash flow (feat. DDG) (Explicit Ver.),310babii,20대 30대,남,발라드,애절한,듀엣,감성충전
cloud palace,Billlie (빌리),20대 30대,남,발라드,애절한,혼자,감성충전
comma,노리플라이,20대 30대,남,발라드,애절한,혼자,감성충전
cul-de-sac,Maya J'an,20대 30대,남,발라드,애절한,혼자,감성충전
dalmatian,하츠 (hartts),20대 30대,남,발라드,애절한,혼자,감성충전
"dim,",can’t be blue (캔트비블루),20대 30대,남,발라드,애절한,혼자,감성충전
don't miss me (Explicit Ver.),Claire Rosinkranz,20대 30대,남,발라드,애절한,혼자,감성충전
drivers license (Explicit Ver.),David Byrne,20대 30대,남,발라드,애절한,혼자,감성충전
eemee (feat. Dopein),Horim (호림),20대 30대,남,발라드,애절한,듀엣,감성충전
fallin (feat.Liss),죠지,20대 30대,남,발라드,애절한,듀엣,감성충전
fallin' into you,IFCHAN,20대 30대,남,발라드,애절한,혼자,감성충전
falling 4 u,Blaxian,20대 30대,남,발라드,애절한,혼자,감성충전
friends or lovers,Hollyway,20대 30대,남,발라드,애절한,혼자,감성충전
gimme a year!,Hadji Gaviota,20대 30대,남,발라드,애절한,혼자,감성충전
"girl, get up. (Explicit Ver.)",SZA,20대 30대,남,발라드,애절한,혼자,감성충전
gold (Feat. Dean),오프온오프 (offonoff),20대 30대,남,발라드,애절한,듀엣,감성충전
good 4 u (Explicit Ver.),Olivia Rodrigo,20대 30대,남,발라드,애절한,혼자,감성충전
horse,Luckypink4ever,20대 30대,남,발라드,애절한,혼자,감성충전
how the f*** does everybody else manage? (Explicit Ver.),Kamal.,20대 30대,남,발라드,애절한,혼자,감성충전
i love all the noise in the world,nahyee (나혜),20대 30대,남,발라드,애절한,혼자,감성충전
i wish,도유카 (doyouka),20대 30대,남,발라드,애절한,혼자,감성충전
ifuleave (feat. Mary J. Blige),Musiq Soulchild,20대 30대,남,발라드,애절한,듀엣,감성충전
in plain sight,Khalid,20대 30대,남,발라드,애절한,혼자,감성충전
infinite source,Deftones,20대 30대,남,발라드,애절한,혼자,감성충전
insomniac,bunii,20대 30대,남,발라드,애절한,혼자,감성충전
instagram,딘 (DEAN),20대 30대,남,발라드,애절한,혼자,감성충전
is any of this even real?,Johnny Stimson,20대 30대,남,발라드,애절한,혼자,감성충전
jyagi (Feat. Gist),황세현 (h3hyeon),20대 30대,남,발라드,애절한,듀엣,감성충전
know he dead (feat. Rio Da Yung Og) (Explicit Ver.),Rio Da Yung Og,20대 30대,남,발라드,애절한,듀엣,감성충전
like JENNIE,제니 (JENNIE),20대 30대,남,발라드,애절한,혼자,감성충전
lover girl!,hanbee,20대 30대,남,발라드,애절한,혼자,감성충전
luther,SZA,20대 30대,남,발라드,애절한,혼자,감성충전
money talks (Explicit Ver.),310babii,20대 30대,남,발라드,애절한,혼자,감성충전
nah,Khalid,20대 30대,남,발라드,애절한,혼자,감성충전
nanana,방용국,20대 30대,남,발라드,애절한,혼자,감성충전
navigation,Kinn (킨),20대 30대,남,발라드,애절한,혼자,감성충전
needy,Ariana Grande,20대 30대,남,발라드,애절한,혼자,감성충전
no reason,Sarah Kang,20대 30대,남,발라드,애절한,혼자,감성충전
noose,brb.,20대 30대,남,발라드,애절한,혼자,감성충전
nvrmnd,I.M (아이엠),20대 30대,남,발라드,애절한,혼자,감성충전
old school love,leejean,20대 30대,남,발라드,애절한,혼자,감성충전
omni shambles,bar italia,20대 30대,남,발라드,애절한,혼자,감성충전
out of body,Khalid,20대 30대,남,발라드,애절한,혼자,감성충전
patience,Kent Jamz,20대 30대,남,발라드,애절한,혼자,감성충전
r i g,GongGongGoo009,20대 30대,남,발라드,애절한,혼자,감성충전
rnbsoulballad (Feat. 정다희),Blue Black,20대 30대,남,발라드,애절한,듀엣,감성충전
romeo n juliet (feat. 유라 (youra)),죠지,20대 30대,남,발라드,애절한,듀엣,감성충전
rooster,bar italia,20대 30대,남,발라드,애절한,혼자,감성충전
sAvioR,희진 (ARTMS),20대 30대,남,발라드,애절한,혼자,감성충전
sacred,Jessica Baio,10대 20대,여,댄스,신나는,혼자,분위기 띄우기
scum.,Fionn,20대 30대,남,발라드,애절한,혼자,감성충전
seasons,wave to earth,20대 30대,남,발라드,애절한,혼자,감성충전
shape of my heart,WRABEL,20대 30대,남,발라드,애절한,혼자,감성충전
snowy,스텔라장 (Stella Jang),20대 30대,남,발라드,애절한,혼자,감성충전
strawberry moon,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
take it,keiyaA,20대 30대,남,발라드,애절한,혼자,감성충전
taste test,brb.,20대 30대,남,발라드,애절한,혼자,감성충전
tattoo,siso (시소),20대 30대,남,발라드,애절한,혼자,감성충전
teachmehowtoloveyou (feat. 미나미 of RESCENE),SHIRT,20대 30대,남,발라드,애절한,듀엣,감성충전
teeth,chloe moriondo,20대 30대,남,발라드,애절한,혼자,감성충전
ties,Sycho(사이코),20대 30대,남,발라드,애절한,혼자,감성충전
times of my life,mgk,20대 30대,남,발라드,애절한,혼자,감성충전
too many options,언텔 (untell),20대 30대,남,발라드,애절한,혼자,감성충전
toxic till the end,로제 (ROSÉ),20대 30대,남,발라드,애절한,혼자,감성충전
valentine baby,jambino,20대 30대,남,발라드,애절한,혼자,감성충전
wgft (Remix) [feat. Chris Brown] (Explicit Ver.),Gunna,20대 30대,남,발라드,애절한,듀엣,감성충전
what will they say (Explicit Ver.),Samara Cyn,20대 30대,남,발라드,애절한,혼자,감성충전
where do we go (Explicit Ver.),Kenzie,20대 30대,남,발라드,애절한,혼자,감성충전
white spring (하얀 봄),모모랜드 (MOMOLAND),20대 30대,남,발라드,달달,혼자,데이트
who Am I,정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
who knew,Lil Yachty,20대 30대,남,발라드,애절한,혼자,감성충전
whodafuq,ZENE THE ZILLA,20대 30대,남,발라드,애절한,혼자,감성충전
will i ever (day bounce),eaJ,20대 30대,남,발라드,애절한,혼자,감성충전
wo ai ni,yaeji,20대 30대,남,발라드,애절한,혼자,감성충전
yours,데이먼스 이어 (Damons year),20대 30대,남,발라드,애절한,혼자,감성충전
youth,late,20대 30대,남,발라드,애절한,혼자,감성충전
きっとずっと (Kitto Zutto),투모로우바이투게더,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
ㅎㅇ (Feat. PENOMECO) (Prod. GroovyRoom),이바다,20대 30대,남,발라드,애절한,듀엣,감성충전
心(심),얀,20대 30대,남,발라드,애절한,혼자,감성충전
가,차우 (Chawoo),20대 30대,남,발라드,애절한,혼자,감성충전
가,투야,20대 30대,남,발라드,애절한,혼자,감성충전
가까운 듯 먼 그대여,카더가든,20대 30대,남,발라드,애절한,혼자,감성충전
가까이 하고 싶은 그대,나미,20대 30대,남,발라드,애절한,혼자,감성충전
가깝고도 먼,touch,20대 30대,남,발라드,애절한,혼자,감성충전
가끔,Crush,20대 30대,남,R&B,달달,혼자,데이트
"가끔 (FEAT. CRUSH, 기리보이)",긱스 (Geeks),10대 20대,남,힙합,신나는,그룹,분위기 띄우기
가끔 이러다,펀치 (Punch),20대 30대,여,발라드,애절한,혼자,감성충전
가끔씩,Cloudybay (클라우디베이),20대 30대,남,발라드,애절한,혼자,감성충전
가드올리고 Bounce,BOBBY,20대 30대,남,발라드,애절한,혼자,감성충전
가라가라,캔 (Can),20대 30대,남,발라드,애절한,혼자,감성충전
가라사대,BewhY (비와이),20대 30대,남,발라드,애절한,혼자,감성충전
가라지,황민호,20대 30대,남,발라드,애절한,혼자,감성충전
가로수 그늘아래 서면,이문세,20대 30대,남,발라드,애절한,혼자,감성충전
가면놀이 (Remix),벅,20대 30대,남,발라드,애절한,혼자,감성충전
가면무도회,비비 (BIBI),20대 30대,여,R&B,달달,혼자,데이트
가수가 된 이유,신용재 (2F),20대 30대,남,발라드,애절한,혼자,감성충전
가슴 아프게,남진,20대 30대,남,발라드,애절한,혼자,감성충전
가슴아 그만해,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
가슴앓이,양하영,20대 30대,남,발라드,애절한,혼자,감성충전
가슴으로 운다,김연지,20대 30대,남,발라드,애절한,혼자,감성충전
가슴이 뛴다,케이윌,20대 30대,남,발라드,애절한,혼자,감성충전
가시,버즈,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
가시나,선미,20대 30대,여,발라드,애절한,혼자,감성충전
가위바위보,FIFTY FIFTY,20대 30대,남,발라드,애절한,혼자,감성충전
가을 아침,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
가을 안부,먼데이 키즈,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
가을 타나 봐,바이브,20대 30대,남,락,신나는,혼자,분위기 띄우기
가을 타나 봐,이무진,20대 30대,남,발라드,애절한,혼자,감성충전
가을밤 떠난 너,케이시 (Kassy),20대 30대,여,발라드,애절한,혼자,감성충전
가을밤에 든 생각,잔나비,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
가을비 우산속,최헌,20대 30대,남,발라드,애절한,혼자,감성충전
가을을 남기고 간 사랑,김용빈,20대 30대,남,발라드,달달,혼자,데이트
가을을 남기고 간 사랑,패티김,20대 30대,남,발라드,달달,혼자,데이트
가을의 전설,뱅크,20대 30대,남,발라드,애절한,혼자,감성충전
가을이 오면,서영은,20대 30대,남,발라드,애절한,혼자,감성충전
가족사진,김진호 (SG워너비),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
가즈아,맑음,20대 30대,남,발라드,애절한,혼자,감성충전
가즈아,위풍찬,20대 30대,남,발라드,애절한,혼자,감성충전
가질 수 없는 너,뱅크,20대 30대,남,발라드,애절한,혼자,감성충전
가질 수 없는 너,한동근,20대 30대,남,발라드,애절한,혼자,감성충전
가질수 없는 너,뱅크,20대 30대,남,발라드,애절한,혼자,감성충전
"간지럽게 (Feat. 다연, 건호, J.Fe)",열아홉,20대 30대,남,발라드,애절한,듀엣,감성충전
갈색머리,윤건,20대 30대,남,발라드,애절한,혼자,감성충전
갈채,최용준,20대 30대,남,발라드,애절한,혼자,감성충전
감기 (Feat. 창모),헤이즈 (Heize),20대 30대,여,R&B,달달,듀엣,데이트
감기 조심해,임형우,20대 30대,남,발라드,애절한,혼자,감성충전
감싸 안으며 (Show Me Your Love),S.E.S.,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
감아 (HOLD ME TIGHT) (FEAT.CRUSH),로꼬,10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
강남스타일,싸이 (PSY),20대 30대,남,발라드,애절한,혼자,감성충전
강남언니,양희나,20대 30대,남,발라드,애절한,혼자,감성충전
강원도 (Feat. 잠비노 (Jambino)),Placebo Junkies,20대 30대,남,발라드,애절한,듀엣,감성충전
같은 그림 찾기,아웃오브캠퍼스,20대 30대,남,발라드,애절한,혼자,감성충전
같은 베개...,테이,20대 30대,남,발라드,애절한,혼자,감성충전
같은 시간 속의 너,나얼,20대 30대,남,발라드,애절한,혼자,감성충전
같이 가자,투앤비 (2NB),20대 30대,남,발라드,애절한,혼자,감성충전
개구장이 (Techno Mix),터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
개똥벌레,알레프 (ALEPH),20대 30대,남,발라드,애절한,혼자,감성충전
개화 (Flowering),LUCY,20대 30대,남,락,신나는,그룹,분위기 띄우기
개화(開花) (Feat. 김종완 of 넬),에픽하이 (EPIK HIGH),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
거리마다 계절마다,PL (피엘),20대 30대,남,발라드,애절한,혼자,감성충전
거리에 서면,무한궤도,20대 30대,남,발라드,애절한,혼자,감성충전
거리에서,성시경,20대 30대,남,발라드,애절한,혼자,감성충전
거북이,다비치,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
거북이라도 (Solo 김영우),스윗소로우 (SWEET SORROW),20대 30대,남,발라드,애절한,혼자,감성충전
거울,국카스텐,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
거울아,한영,20대 30대,남,발라드,애절한,혼자,감성충전
거울아 거울아,4minute,20대 30대,남,발라드,애절한,혼자,감성충전
거위의 꿈,인순이,20대 30대,남,발라드,애절한,혼자,감성충전
거짓말,BIGBANG (빅뱅),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
거짓말,조항조,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
거짓말 거짓말 거짓말,이적,20대 30대,남,발라드,애절한,혼자,감성충전
거짓말이라도 해서 널 보고싶어,백지영,20대 30대,여,발라드,애절한,혼자,감성충전
거짓말이라도 해줘요,박보람,20대 30대,남,발라드,애절한,혼자,감성충전
걱정 인형,러블리즈,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
걱정말아요 그대,이적,20대 30대,남,발라드,애절한,혼자,감성충전
걱정에서 어른까지,경제환,20대 30대,남,발라드,애절한,혼자,감성충전
건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),20대 30대,남,발라드,애절한,혼자,감성충전
걷다 보면,Gist,20대 30대,남,발라드,애절한,혼자,감성충전
걸어 본다,B1A4,20대 30대,남,발라드,애절한,혼자,감성충전
걸어서 하늘까지,장현철,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
걸음이 느린 아이,고유진,20대 30대,남,발라드,애절한,혼자,감성충전
